category,text
business,feta cheese battle reaches court a row over whether only greece should be allowed to label its cheese feta has reached the european court of justice.  the danish and german governments are challenging a european commission ruling which said greece should have sole rights to use the name. the commission s decision gave the same legal protection to feta as to italian parma ham and french champagne. but critics of the judgement say feta is a generic term  with the cheese produced widely outside greece.  the commission s controversial 2002 ruling gave  protected designation of origin  status to feta cheese made in greece  effectively restricting the use of the feta name to producers there.  from 2007 onwards  greek firms will have the exclusive use of the feta label and producers elsewhere in europe must find another name to describe their products. the german and danish governments argue that feta does not relate to a specific geographical area and that their firms have been producing and exporting the cheese for years.  in our opinion it is a generic designation and we do not have any other name or term for this type of cheese   hans arne kristiansen  a spokesman for the danish dairy board  told the bbc. denmark is europe s second largest producer of feta after greece - producing about 30 000 tonnes a year - and exports its products to greece. it is concerned that the ruling could threaten the production of other cheeses in denmark such as brie.  it would cost millions if we wanted to introduce a new designation   mr kristiansen said.  that is just one of the costs.   the case will also have a major impact on britain s sole feta producer  yorkshire company shepherds purse cheeses.  judy bell  the company s founder  said it would cost a huge amount to rebrand its product.  if we lose we will have to go through a massive re-merchandising process and reorganisation   she said.  we have never tried to pull the wool over anyone s eyes - it s very clear from the label that it s yorkshire feta.  the original decision was a victory for greece  where feta cheese is believed to have been produced for about 6 000 years. feta is a soft white cheese made from sheep or goat s milk  and is an essential ingredient in greek cuisine. greece makes 115 000 tonnes  mainly for domestic consumption. the court is expected to reach a verdict in the case in the autumn.
tech,blog  picked as word of the year the term  blog  has been chosen as the top word of 2004 by a us dictionary publisher.  merriam-webster said  blog  headed the list of most looked-up terms on its site during the last twelve months. during 2004 blogs  or web logs  have become hugely popular and some have started to influence mainstream media. other words on the merriam-webster list were associated with major news events such as the us presidential election or natural disasters that hit the us.  merriam-webster defines a blog as:  a web site that contains an online personal journal with reflections  comments and often hyperlinks . its list of most looked-up words is drawn up every year and it discounts terms such as swear words  that everyone likes to look up  or those that always cause problems  such as  affect  and  effect .  merriam-webster said  blog  was the word that people have asked to be defined or explained most often over the last 12 months. the word will now appear in the 2005 version of merriam-webster s printed dictionary. however  the word is already included in some printed versions of the oxford english dictionary. a spokesman for the oxford university press said that the word was now being put into other dictionaries for children and learners  reflecting its mainstream use.  i think it was the word of last year rather than this year   he said.  now we re getting words that derive from it such as  blogosphere  and so on   he said.  but   he added   it s a pretty recent thing and in the way that this happens these days it s got established very quickly.   blogs come in many different forms. many act as news sites for particular groups or subjects  some are written from a particular political slant and others are simply lists of interesting sites. other terms in the top 10 were related to natural disasters that have struck the us  such as  hurricane  or were to do with the us election. words such as  incumbent    electoral  and  partisan  reflected the scale of interest in the vote. blogs also proved very useful to both sides in the us election battle because many pundits who maintain their own journals were able to air opinions that would never appear in more mainstream media. speculation that president bush was getting help during debates via a listening device was first aired on web logs. online journals also raised doubts about documents used by us television news organisation cbs in a story about president bush s war record. the immediacy of many blogs also helped some wield influence over topics that made it in to national press.  this is despite the fact that the number of people reading even the most influential blogs is tiny. statistics by web influence ranking firm hitwise reveal that the most popular political blog racks up only 0.0051% of all net visits per day. one of the reasons that blogs and regularly updated online journals have become popular is because the software used to put them together make it very easy for people to air their views online. according to blog analysis firm technorati the number of blogs in existence  the blogosphere  has doubled every five and a half months for the last 18 months. technorati now estimates that the number of blogs in existence has exceeded 4.8 million. some speculate that less than a quarter of this number are regularly maintained. according to us research firm pew internet & american life a blog is created every 5.8 seconds. another trend this year has been the increasing numbers of weblogs that detail the daily lives of many ordinary workers in jobs that few people know much about. in many repressive regimes and developing nations  blogs have been embraced by millions of people keen to give their plight a voice.
sport,tulu to appear at caledonian run two-time olympic 10 000 metres champion derartu tulu has confirmed she will take part in the bupa great caledonian run in edinburgh on 8 may.  the 32-year-old ethiopian is the first star name to enter the event. tulu has won the boston  london and tokyo marathons  as well as the world 10 000m title in 2001.  we are delighted to have secured the services of one the most decorated competitors the sport has ever seen   said race director matthew turnbull.  her record speaks for herself and there are few other women distance runners who would dare compare their pedigree with tulu s   he added.  she might be 33 next month  but that didn t stop her winning the olympic 10 000m bronze medal last summer. she s an ultra-consistent championships racer.
sport,teenager tait picked for england newcastle s teenage centre mathew tait has been named as a centre in england s team to face wales in the six nations opener in cardiff on saturday.  the 18-year-old will play alongside falcons  team-mate jamie noon in england s midfield. scrum-half matt dawson is also recalled  despite been left out of the initial squad after a row over clashing tv and training commitments. bath lock danny grewcock will also start  pending a possible citing. england coach andy robinson has also awarded gloucester flanker andy hazell his first six nations start. in another change to the side that lost to australia in november  leicester lock ben kay replaces bath second row steve borthwick. robinson was already without jonny wilkinson  mike tindall  stuart abbott  richard hill and will greenwood  while mike catt had been left out of england s squad.  j robinson (sale sharks  capt); m cueto (sale sharks)  m tait (newcastle)  j noon (newcastle)  j lewsey (wasps); c hodgson (sale sharks)  m dawson (wasps); g rowntree (leicester)  s thompson (northampton)  j white (leicester)  d grewcock (bath)  b kay (leicester)  l moody (leicester)  a hazell (gloucester)  j worsley (wasps). replacements: a titterrell (sale sharks)  p vickery (gloucester)  s borthwick (bath)  j forrester (gloucester)  h ellis (leicester)  o barkley (bath)  b cohen (northampton).
business,us economy still growing says fed most areas of the us saw their economy continue to expand in december and early january  the us federal reserve said in its latest beige book report.  of the 12 us regions it identifies for the study  11 showed stronger economic growth  with only the cleveland area falling behind with a  mixed  rating. consumer spending was higher in december than november  and festive sales were also up on 2003. the employment picture also improved  the fed said.   labour markets firmed in a number of districts  but wage pressures generally remained modest   the beige book said.  several districts reported higher prices for building materials and manufacturing inputs  but most reported steady or only slightly higher overall price levels.  the report added that residential real estate activity remained strong and that commercial real estate activity strengthened in most districts.  office leasing was especially brisk in washington dc  and new york city  two of the nation s strongest commercial markets   the fed said.
entertainment,spirit awards hail sideways the comedy sideways has dominated this year s independent spirit awards  winning all six of the awards for which it was nominated.  it was named best film while alexander payne won best director and best screenplay  along with writing partner jim taylor. it also won acting awards for stars paul giamatti  thomas haden church and virginia madsen. sideways is tipped to do well at sunday s oscars  with five nominations.  the awards  now in their 20th year  are given to films made outside the traditional studio system  and are traditionally held the day before the oscars. other winners included catalina sandino moreno  who took best actress for her role as a drug smuggler in the colombian drama maria full of grace. moreno is also nominated for best actress at the oscars. the best first screenplay award went to joshua marston for maria full of grace. scrubs star zach braff won the award for best first feature for garden state  which he wrote  directed and starred in. oscar-nominated euthanasia film the sea inside from spain won best foreign film  while metallica: some kind of monster was awarded best documentary. actor rodrigo de la serna took the best debut performance prize for the motorcycle diaries. the awards are voted for by the 9 000 members of the independent feature project/los angeles  which includes actors  directors  writers and other industry professionals. last year s big winner  lost in translation  went on to win the oscar for best original screenplay  for writer-director sofia coppola.
sport,verdict delay for greek sprinters greek athletics  governing body has postponed by two weeks the judgement on sprinters costas kenteris and katerina thanou for missing doping tests.  the pair are facing lengthy bans for the missed tests  including one on the eve of last year s athens olympics. they were set to learn their fate by the end of february  but late evidence from them has pushed the date back.  a decision is now expected by around mid-march   said one of their lawyers  michalis dimitrakopoulos. kenteris  31  who won the men s 200m title at the 2000 sydney games and thanou  30  who won the women s 100m silver medal in sydney  face a maximum two-year ban if found guilty. the athletes  who spectacularly withdrew from the athens olympics  have been suspended by the international association of athletics federations (iaaf) for missing the three tests. the iaaf said the sprinters had failed to provide samples for tests in tel aviv  chicago and athens and ordered greek athletic s governing body  segas  to hold a disciplinary inquiry. the athletes also face a criminal hearing in greece over the missed drugs tests and have been charged with faking a motorcycle accident on the day of the athens test  which led to them spending four days in hospital. following the final hearing in late january  the athletes sounded confident they would be acquitted.  i am confident and optimistic   thanou had said at the time.  we presented new evidence to the committee that they were not aware of.  it was not clear what this new evidence was.
sport,van nistelrooy set to return manchester united striker ruud van nistelrooy may make his comeback after an achilles tendon injury in the fa cup fifth round tie at everton on saturday.  he has been out of action for nearly three months and had targeted a return in the champions league tie with ac milan on 23 february. but manchester united manager sir alex ferguson hinted he may be back early. he said:  there is a chance he could be involved at everton but we ll just have to see how he comes through training.  the 28-year-old has been training in holland and ferguson said:  ruud comes back on tuesday and we need to assess how far on he is.  the training he has been doing in holland has been perfect and i am very satisfied with it.  even without van nistelrooy  united made it 13 wins in 15 league games with a 2-0 derby victory at manchester city on sunday. but they will be boosted by the return of the dutch international  who is the club s top scorer this season with 12 goals. he has not played since aggravating the injury in the 3-0 win against west brom on 27 november. ferguson was unhappy with van nistelrooy for not revealing he was carrying an injury. united have also been hit by injuries to both alan smith and louis saha during van nistelrooy s absence  meaning wayne rooney has sometimes had to play in a lone role up front. the teenager has responded with six goals in nine games  including the first goal against city on sunday.
tech,game makers get xbox 2 sneak peek microsoft has given game makers a glimpse of the new xbox 2 console.  some details of the xbox s performance and what gaming will be like with the device were given at the annual game developers conference in the us. xbox frontman j. allard said the console looked set to be capable of one trillion calculations per second. also all titles for the new xbox will have the same interface to make it easy to play online and buy extras for characters or other add-ons for games.  microsoft is saving the official unveiling of the xbox 2  codenamed xenon  for the e3 show in may and the device could be on shop shelves by november. however  during his keynote speech at gdc mr allard  who heads development of game-making tools for the console  gave a glimpse into how some of its core software will work. he said gaming was entering a  high-definition  era that demanded detailed and convincing graphics that could adequately compete with the hdtv people were starting to watch as well as the hd dvds that will soon start to appear.  industry watchers took this to mean that the xbox 2 will push for hdtv quality graphics as standard as well as multi-channel audio to give gamers an authentic experience. mr allard said microsoft had to work hard to ensure that it was easy for game makers to produce titles for the xbox 2 and for players to get playing. to this end microsoft was building in to xbox hardware systems to support headset chat  buddy list controls and custom soundtracks so developers were free to concentrate on the games. the xbox would also support well-known industry specifications  such as directx  to make it simple for game studios to make titles for the console. for gamers this emphasis on ease of use would mean every xbox title uses the same interface to set up online play and get at music stored on the hardware. this interface will hold details of a player s statistics and skill level on a  gamer card  as well as give access to a store where people can spend small amounts of cash to buy extras for their avatars or add-ons  such as new maps or vehicles  for games they possess. this ability to personalise games and in-game characters would be key in the future  said mr allard. only with such consistency would the xbox be able to support the 10-20 million subscribers that it was aiming for  said mr allard. during his speech mr allard took several swipes at the playstation and said processors for consoles had to be made with developers  not just engineers  in mind.  our approach is bruce lee  not brute force   he said.
sport,prutton poised for lengthy fa ban southampton s david prutton faces a possible seven-match ban when he goes before the football association.  the 23-year-old has admitted two charges of improper conduct following his dismissal against arsenal. the first charge relates to his failure to leave the field promptly  pushing referee alan wiley and remonstrating with assistant referee paul norman. and the second charge is for using threatening words and/or behaviour to a match official during the 1-1 draw.  paolo di canio was given a seven-match suspension when he pushed referee paul alcock over in a premiership game between sheffield wednesday and arsenal in 1998. prutton will be joined at wednesday s hearing by saints boss harry redknapp  who believes that the fa will throw the book at his player. redknapp himself sprinted along the touchline to help physio jim joyce and coach denis rofe shepherd the enraged prutton away from referee s assistant norman.  david has made a big mistake and he knows it. i can t condone what he s done. he was out of order but he knows that   said redknapp.  he s a decent lad. he over-reacted badly for some reason - he had a rush of blood from somewhere. off the pitch you couldn t meet a nicer lad.  prutton has apologised publicly for his actions and to arsenal s robert pires  who was injured in a wild tackle by the saints  midfield man.  he said:  it s an horrendous situation. i apologise to the ref and linesman  who were only doing their job.  i ve also seen what happened to pires  leg and i m sorry for that as well.   i apologise for the people who saw it. i know you get lots of kids going to the match now and they don t pay money to see that sort of thing.  it s not a cop-out  but it was all a bit of a blur. sometimes you react and it s beyond your control    added prutton.
business,us trade gap ballooned in october the us trade deficit widened by more than expected in october  hitting record levels after higher oil prices raised import costs  figures have shown  the trade shortfall was $55.5bn (£29bn)  up 9% from september  the commerce department said. that pushed the 10 month deficit to $500.5bn. imports rose by 3.4%  while exports increased by only 0.6%. a weaker dollar also increased the cost of imports  though this should help drive export demand in coming months.  things are getting worse  but that s to be expected   said david wyss of standard & poor s in new york.  the first thing is that when the dollar goes down  it increases the price of imports.  we are seeing improved export orders. things seem to be going in the right direction.   despite this optimism  significant concerns remain as to how the us will fund its trade and budget deficits should they continue to widen. another problem highlighted by analysts was the growing trade gap with china  which has been accused of keeping its currency artificially weak in order to boost exports. the us imported almost $20bn worth of goods from china during october  exporting a little under $3bn.  it seems the key worry that has existed in the currency market still remains   said anthony crescenzi  a bond strategist at miller tabak in new york. the trade deficit and the shortfall with china  are big issues going forward . the commerce department figures caused the dollar to weaken further despite widespread expectations that the federal reserve will raise interest rates for a fifth time this year. borrowing costs are tipped to rise by a quarter of a percentage point to 2.25% at a fed meeting later on tuesday.
politics,brown s poll campaign move denied the government has denied reports that gordon brown is preparing to oust alan milburn as labour s election supremo.  work and pensions minister alan johnson said it was wrong to suggest the chancellor would usurp mr milburn  adding they would  work as a team . a report in the sunday business claimed mr brown has been asked to take charge of media strategy  while mr milburn would move to a behind-the-scenes role. labour has always maintained mr brown would have a central campaign role.  but many labour backbenchers are said to be dissatisfied with the way election campaigning has gone and have said they wanted to see the chancellor take a bigger role. some commentators say the tories have grasped the initiative  putting labour on the back foot  having to respond to conservative policy announcements. these claims follow various opinion polls which suggest the tories have been gaining on labour. party strategists are believed to want to bring mr brown to centre-stage having seen support rise  in private polling  after his budget last week. but another report in the sunday telegraph claims mr milburn is unwilling to allow any new role for the chancellor to come at his expense. mr johnson told bbc news:  gordon brown will play a central role in any election campaign.  they were wrong when they said milburn was ousting brown and they re wrong now if they are saying brown is ousting milburn. we work as a team.  mr milburn has repeatedly said the chancellor was key to the campaign and dismissed claims of a rift. neither downing street nor the labour party would comment directly on the reports.
business,german bidder in talks with lse deutsche boerse bosses have held  constructive  professional and friendly  talks with the london stock exchange (lse)  its chief has said.  werner seifert met lse chief executive clara furse amid rumours the german group may raise its bid to £1.5bn ($2.9bn) from its initial £1.3bn offer. however  rival suitor euronext also upped the ante in the bid battle. ahead of talks with the lse on friday  the pan-european bourse said it may be prepared to make its offer in cash. the paris-based exchange  owner of liffe in london  is reported to be ready to raise £1.4bn to fund a bid.  the news came as deutsche boerse held its third meeting with the lse since its bid approach in december which was turned down by the london exchange for undervaluing the business. however  the lse did agree to leave the door open for talks to find out whether a  significantly-improved proposal  would be in the interests of lse s shareholders and customers. in the meantime  euronext  which combines the paris  amsterdam and lisbon stock exchanges  also began talks with the lse. in a statement on thursday  euronext said any offer was likely to be solely in cash  but added that:  there can be no assurances at this stage that any offer will be made.  a deal with either bidder would create the biggest stock market operator in europe and the second biggest in the world after the new york stock exchange. however  neither side has made a formal offer for the lse  with sources claiming such a step may still be weeks away.  deutsche boerse could also face mounting opposition to a bid at home. among sweeteners reported to have been discussed by mr seifert with ms furse were plans to move the management of its cash and eurex derivatives market to london  as well as two members of its executive board. but  hans reckers  a board member of germany s central bank  the bundesbank  said that cash trading should also remain in frankfurt  something deutsche boerse could move to the uk.  it is not just the headquarters of the boerse but also important market segments that must stay permanently in frankfurt. this has special importance for the business activities of the banks and the consultants   he said. local government officials in frankfurt s state of hessen have also spoken out against the move.  it is our wish that the headquarters stay here to maintain frankfurt s standing as the number one financial centre in continental europe   alois rhiel  its minister for economic affairs added.
entertainment,duran duran show set for us tv chart stars duran duran are to appear in a vh1 special in the us including interviews and concert footage.  the show airs on tuesday and will feature a studio performance  behind the scenes footage and fan interviews.  they seemed like a perfect fit with our audience   said rick krim  vh1 s vice president of music and talent. the band recently released a new album  astronaut  the first from the original line-up since 1983. they will also tour japan and the us next year.   when we started playing together  we didn t try and make a really sort of mature album. we just really wanted to make a great duran duran album   said keyboard player nick rhodes.  it s pretty much in line with a lot of stuff out there.  duran duran are currently promoting the album s second single  what happens tomorrow.  simon le bon said earlier this year that the group were not trying to update their sound too much.  we wouldn t want to lose them [older fans] by trying too hard by trying to connect with a new audience   the singer said. le bon also said the five members were getting on very well.  we re like any people who get very close. sometimes you argue with each other. but the fact is we inspire each other musically.  nobody else does it for me   he said.  it s just very special.
tech,file-swappers ready new network legal attacks on websites that help people swap pirated films have forced the development of a system that could be harder to shut down.  one site behind the success of the bittorrent file-swapping system is producing its own software that avoids the pitfalls of the earlier program. a test version of the new exeem program will be released in late january. but doubts remain about the new networks ability to ensure files being swapped are  quality copies .  in late december movie studios launched a legal campaign against websites that helped people swap pirated movies using the bittorrent network. the legal campaign worked because of the way that bittorrent is organised. that file-sharing system relies on links called  trackers  that point users to others happy to share the file they are looking for. shutting down sites that listed trackers crippled the bittorrent network. one of the sites shut down by the legal campaign was suprnova.org which helped boost the popularity of the bittorrent system by checking that trackers led to the movies or tv programmes they claimed to.  now the man behind suprnova.org  who goes by the nickname sloncek  is preparing to release software for a new file-swapping network dubbed exeem. in an interview with novastream web radio  sloncek said exeem would combine ideas from the bittorrent and kazaa file-sharing systems. like bittorrent  exeem will have trackers that help point people toward the file they want. like kazaa these trackers will be held by everyone. there will be no centrally maintained list. this  said sloncek  should make the system less vulnerable to legal action aimed at stopping people swapping pirated movies and music. the exeem software has been under development for a few months and is currently being tested by a closed group of users. an early public version of the software should be available before february. sloncek said that currently only a windows version of the software was in development. there were no plans for a linux or mac version. he said that costs of writing the software will be paid for by adverts appearing in the finished version of the program. despite suprnova administrator sloncek s involvement with exeem  the basic technology appears to have been developed by a firm called swarm systems that is based on caribbean island saint kitts and nevis.  users of the exeem system will be able to rate files being swapped to help stop the spread of fake files  sloncek told novastream.  dr johan pouwelse  a researcher at the delft university of technology who studies peer-to-peer networks  said exeem was the next evolution in file-sharing systems. but  he said  it would struggle to be as popular as bittorrent and suprnova because early versions were not taking enough care to make sure good copies of files were being shared.  exeem cannot prevent pollution   he said.  the rating system in exeem seems flawed because it is easy to insert both fake files and fake ratings   he said. studies have shown that organisations working for record labels and movie studios have worked to undermine kazaa by putting in fakes. by contrast moderators on suprnova made sure files being shared were high quality.  the moderators are the difference between having a system that works and one that s full of crap like kazaa   he said.  there is a fundamental tension between distribution and integrity   he said. mr pouwelse said that future versions of file-sharing systems are likely to incorporate some kind of distributed reputation system that lets moderators prove who they are to the network and rate which files are worth downloading. when big files were being shared moderation systems were key  said mr pouwelse. he added that the legal attacks on bittorrent had driven people away from sites such as suprnova but many users had simply migrated to other tracker listing sites many of which have seen huge increases in traffic.  it s hard to compete with free   he said. no-one from the motion picture association of america was immediately available for comment on the file-sharing development.
entertainment,hitch holds on to us box office will smith s first romantic comedy  hitch  has topped the north american box office for a second weekend.  smith plays a new york  date doctor  with love worries of his own in the movie  which took $31.8m (£16.8m). it held off a strong challenge from the new keanu reeves sci-fi thriller constantine which opened at number two with $30.5m (£16.1m) constantine  based on the hellblazer comics  stars reeves as an exorcist who must send satan s minions back to hell. two family films came next in the chart  with wayne wang s comedy because of winn-dixie  about a young girl and an abandoned dog  in third position with $10.85m (£5.73m).  comedy adventure son of the mask  came in at number four with $7.7m (£4.1m)  just ahead of oscar favourite million dollar baby at five.  smith s comedy will be the first us movie released this year to top the $100m (£52.7m) mark. it s success continues a strong trend of hollwood movie-going this year with figures for the popular president s day weekend 13% greater than last year. oscar contenders the aviator  starring leonardo dicaprio as howard hughes and wine-tasting comedy sideways  both held onto positions in the top 10.
politics,retirement age could be scrapped the  myth that ageing is a barrier  to contributing to society needs to be  exploded   the work and pensions minister has said.  this was why the government was considering scrapping the retirement age entirely  alan johnson said. it was also committed to  stamping out  age discrimination and would outlaw it  he told a conference on ageing. all three parties have been wooing older voters with both the tories and lib dems pledging higher pensions.  mr johnson told age concern s age agenda in london the government was  seriously considering  introducing pensions based on residency rather than national insurance contributions. this idea has been adopted by the lib dems as policy  while the tories have pledged to boost pensions by restoring the link between earnings and pensions. mr johnson s speech comes after he last week unveiled plans to find a consensus on how to reform the country s pension system. this would be based on a series of principles including tackling pensioner poverty and fairer pensions for women  he said. speaking at the london conference he said:  generalised stereotypes of people past state pension age as dependant  incapable and vulnerable are a particularly pernicious form of age discrimination .  the government wanted to tackle this by moving to a culture where retirement ages were  increasingly consigned to the past .  we re sweeping them away entirely for people under 65  and we re giving those above that age a right to request to work past 65 which their employers will have to engage with seriously.  and the review in 2011  which will look at whether it is time to sweep retirement ages away entirely  is to be tied to evidence ... showing that retirement ages are increasingly outmoded . mr johnson said his department had a long-term aspiration of moving towards an 80% employment rate. this would involve an extra one million older people joining the work force  he said.
business,egypt and israel seal trade deal in a sign of a thaw in relations between egypt and israel  the two countries have signed a trade protocol with the us  allowing egyptian goods made in partnership with israeli firms free access to american markets.  the protocol  signed in cairo  will establish what are called  qualified industrial zones  in egypt. products from these zones will enjoy duty free access to the us  provided that 35% of their components are the product of israeli-egyptian cooperation. the us describes this as the most important economic agreement between egypt and israel in two decades.  the protocol establishing the zones has been stalled for years. there has been deep sensitivity in egypt about any form of co-operation with israel as long as its peace process with the palestinians remains blocked. but in recent weeks an unusual warmth has crept into relations between the two countries. both exchanged prisoners earlier this month  with egypt handing back an israeli who has served eight years in prison after being convicted for spying.  egyptian president hosni mubarak has described israeli prime minister ariel sharon as the best chance for the palestinians to achieve peace. the government in cairo now believes mr sharon is moving towards the centre and away from the positions of right wing groups. it also believes the us  pressed by europe  is now more willing to engage seriously in the search for a settlement. but there are also pressing economic reasons for egypt s decision to enter into the trade agreement. it will give a huge boost to egyptian textile exports  which are about to suffer a drop after new regulations come into force in the us at the beginning of the year.
entertainment,ray charles studio becomes museum a museum dedicated to the career of the late legendary singer ray charles is to open in his former recording studio in los angeles.  his longtime publicist jerry digney said the museum would house  archive materials from recordings  to awards  to ephemera  to wardrobe . a tour bus used by charles and his entourage over the years will also be on permanent display. it is hoped the museum will be ready for visitors in late 2007.  mr digney said the recording studio and offices had been used by charles for many years  and was where he recorded much of his last album  genius loves company. it is hoped the museum will also house an education centre. the building had been declared a historic landmark by the city of los angeles just before charles  death in june 2004 at the age of 73. following his death  charles won eight grammy awards  including album of the year for genius loves company  a collection of duets.
politics,labour pig poster  anti-semitic  the labour party has been accused of anti-semitism over a poster depicting michael howard and oliver letwin - who are both jewish - as flying pigs.  prospective tory candidate andrew mennear  whose finchley constituency contains a large jewish community  branded it  tasteless  and offensive. the poster shows the two men s faces superimposed on winged pigs and says  the day the tory sums add up . labour said the poster was  not anti-jewish  but anti-tory .  it is one of four designs e-mailed to labour members  who were asked to vote for their favourite. mr mennear  who was sent the e-mail by a friend  said he had been  shocked  by the image and had shown it to friends who were similarly horrified. he said there was nothing more distasteful for a jewish person than to be associated with a pig.  i am not suggesting there is any deliberate intent  but these sort of things can cause great offence. it clearly wasn t thought through.  it is possible the posters were designed for maximum impact  but this one clearly overstepped the mark and should be withdrawn.   the campaign was particularly insensitive as it had come out at the same time as holocaust day  a  difficult  time for many jewish people  mr mennear added. a labour spokesman denied the campaign was anti-semitic.  as we said at the time the james report (the tory backed inquiry into possible public spending savings) was published pigs will fly before the tory s sums will add up. this poster is making a serious point   he said. a conservative party spokesman said:  while the conservatives are concentrating on the issues that matter to people  such as lower taxes and controlled immigration  it is clear to see that the labour party is not. people will not be fooled.
entertainment,beatles suits sell for $110 000 four suits worn by the beatles on their please please me album cover have sold for $110 00 (£59 000) at a us auction.  but some of elvis presley s earliest recordings - including takes of all shook up - failed to sell at the bonhams and butterfields two-day sale. a private collection of six tape recordings of presley valued at between $30 000 (£16 000) and $50 000 (£27 000) did not meet their reserve price. a signed presley photograph managed to fetch $2 115 (£1 140).  auction spokesman erik simon said the presley tapes were withdrawn because  they did not meet the minimum price set by the owners .  he said the family of sound engineer thorne nogar did not want to divulge the price they had set or the offers they had received. the rca tapes date from september 1956 to september 1957. the  pre-masters  include a take of jailhouse rock  religious songs  material for his first christmas album  and banter between presley  members of his band and mr nogar.   we ve had them for a lot of years  and i think the people should enjoy them. and frankly  we could use the money   mr nogar s son stephen  57  said before the auction. mr nogar  who died in 1994 aged 72  always used to make two tapes of sessions as a back-up in case rca producers wanted to make late changes to songs.  he called them his  ass-saver  tapes   his son said. the quality is said to be noticeably crisper than that of a new vinyl record. because the family does not own the copyright to the music  the tapes could only be sold for  personal enjoyment  and cannot be copied for commercial gain. the auction made a total of $1.1m (£600 000).
politics,debate needed  on donations cap a cap on donations to political parties should not be introduced yet  the elections watchdog has said.  fears that big donors can buy political favours have sparked calls for a limit. in a new report  the electoral commission says it is worth debating a £10 000 cap for the future but now is not the right time to introduce it. it also says there should be more state funding for political parties and candidates should be able to spend more on election campaigning.  there were almost £68m in reported donations to political parties in 2001  2002 and 2003  with nearly £12m of them from individual gifts worth more than £1m. the rules have already been changed so the public can see who gives how much to the parties but the report says there are still public suspicions. the commission says capping donations would mean taxpayers giving parties more cash - something which would first have to be acceptable to the public and shown to work.  while we are not in principle opposed to the introduction of a donation cap  we do not believe that such a major departure from the existing system now would be sensible   says its report. if there was to be a cap  it should be £10 000 - a small enough amount to make a difference but which would have banned £56m in donations between 2001 and 2003.  even without changes the commission does urge political parties to seek out more small-scale donations and suggests there should be income tax relief for gifts under £200. it also suggests increasing state funding for parties to £3m so help can be extended to all parties with at least two members in the house of commons  european parliament  scottish parliament  welsh assembly or northern ireland assembly. and it suggests new ways of boosting election campaigning  seen as a way of improving voter turnout. all local election candidates should be entitled to a free mailshot for campaign leaflets  says the watchdog. and there should be a shift in the amount of money allowed to be spent at elections from a national level to a local level to help politicians engage better with voters.  the report suggests doubling the money which can be spent by candidates  while cutting national spending limits from £20m to £15m. the commission also says the spending limits for general elections should cover the four months before the poll - as happens with other elections. electoral commission chairman sam younger said:  there is no doubt that political parties have a vital role to play in maintaining the health of our democracy and for this they need to be adequately resourced.  our research has shown that people want to be more informed about party politics and that they want politicians to be more visible and accessible.  the public are reluctant for the state to fund parties but at the same time are unhappy with large private donations.  he called for a wider public debate on party funding to find the consensus needed for radical changes to the current system.
politics,drink remark  acts as diversion  the first minister s statement that it was okay to get drunk  once in a while  has diverted attention from the real issues  it has been claimed.  jack law  chief executive of alcohol focus scotland  said jack mcconnell s comment was  ill-advised . the media attention had helped to move the focus from scotland s binge drinking problems  mr law said. scotsman journalist hamish macdonell said he believed the bigger picture had been  obscured  by the remark. mr mcconnell was speaking on monday to more than 100 secondary pupils from schools in the highlands about the problems of binge drinking and drink promotions.  the one-sentence comment was immediately criticised by the scottish national party which accused him of encouraging young people to get drunk. but the scottish executive has insisted mr mcconnell was speaking about adults and his comments were  a recognition that people will get drunk . mr macdonell  political editor of the scotsman  said:  i think we have to say right at the outset that this was a very stupid and ill-advised remark by the first minister.  if you come out with something like this  saying that by all means get drunk  then you will be pilloried for it.  however  he added that  perhaps mr mcconnell could feel rightly aggrieved about the coverage .  mr macdonell said:  i think the problem here is that he did say a lot more things about binge drinking and under age drinking.  but that whole side of things has been lost in the furore over one sentence. i understand why  but i think there is a much bigger message here that has been obscured.  mr law  from voluntary body alcohol focus scotland  believed damage had been done to scotland s fight against binge drinking. he said he accepted that young people drank and they did have problems with drink. mr law added:  i think the remark was ill-advised - but these remarks are blown out of all proportion and they so easily misrepresent what we are trying to do in scotland.   we don t want to preach to young people  but we need to acknowledge that they do drink problematically.  this diverts us from the real issues which are about promoting responsibility and reducing harm and indeed tackling our drinking culture which is a culture about binge drinking and drunkenness.  he said it was vital that young people were properly informed about the risks incurred to themselves and others when they got drunk. mr macdonell said that the first minister should know by now that if he said things which were  off the mark   they were bound to  come back and bite him . he added:  here  mr mcconnell was talking in the highlands to 100 teenagers and every word he said was put out on a webcast by the scottish executive and then looked at by other politicians and reporters.  i think in this instance he has done a lot of really good things and he will be regretting this remark.   the scottish national party s holyrood leader nicola sturgeon wrote to mr mcconnell on tuesday accusing him of an error of judgement and calling for him to apologise for his  ill-judged comment  and withdraw it immediately. in a furious response  the first minister said his comments had been distorted and taken out of context. he told ms sturgeon:  it is disappointing that you have contributed to this distortion by saying it is staggering that i  should encourage young people to get drunk .  that is completely untrue. perhaps it would have been wiser for you to find out what was actually said before you rushed to represent my position  undermine the convener of education at highland council and insult the intelligence of the young people i spoke with - all for the sake of a simple soundbite.
